artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,ID,Gender,Age,Country,Genres,Followers,URI
Paloma Faith,Only Love Can Hurt Like This,232893,FALSE,2014,80,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97E-05,0.334,0.304,90.99,"pop, R&B, Dance/Electronic",4fwuXg6XQHfdlOdmw36OHa,female,39,GB,"['british soul', 'talent show', 'uk pop']",1222779,spotify:artist:4fwuXg6XQHfdlOdmw36OHa
Fat Joe,Make It Rain,247413,TRUE,2006,59,0.744,0.697,11,-5.063,0,0.197,0.0106,0,0.0842,0.767,149.28,"hip hop, pop",3ScY9CQxNLQei8Umvpx5g6,male,49,US,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",1728319,spotify:artist:3ScY9CQxNLQei8Umvpx5g6
Alesso,Heroes (we could be),209866,FALSE,2014,52,0.521,0.754,5,-4.144,1,0.0634,0.0373,0,0.239,0.352,125.876,"pop, Dance/Electronic",4AVFqumd2ogHFlRbKIjp1t,male,29,SE,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",3982148,spotify:artist:4AVFqumd2ogHFlRbKIjp1t
Shawn Mendes,Stitches,206880,FALSE,2015,78,0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,pop,7n2wHs1TKAczGzO7Dd2rGr,male,21,CA,"['canadian pop', 'pop', 'viral pop']",42978639,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr
6ix9ine,FEFE,179404,TRUE,2018,42,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,hip hop,7gZfnEnfiaHzxARJ2LeXrf,male,24,US,['emo rap'],6974823,spotify:artist:7gZfnEnfiaHzxARJ2LeXrf
Fall Out Boy,"Dance, Dance",180266,FALSE,2005,74,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452,rock,4UXqAaa6dQYAk18Lv7PEgX,mixed,19,US,"['emo', 'modern rock', 'pop', 'rock']",10453224,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX
Scouting For Girls,This Ain't a Love Song,210680,FALSE,2017,52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0,0.378,0.553,176.667,"pop, rock",2wpJOPmf1TIOzrB9mzHifd,mixed,15,GB,['talent show'],345279,spotify:artist:2wpJOPmf1TIOzrB9mzHifd
will.i.am,This Is Love,279026,FALSE,2013,62,0.535,0.796,0,-3.446,0,0.0445,0.00473,0,0.145,0.282,128.954,"hip hop, pop",085pc2PYOi8bGKj0PNjekA,male,45,US,"['dance pop', 'pop']",4173850,spotify:artist:085pc2PYOi8bGKj0PNjekA
Jonas Brothers,Only Human,183000,FALSE,2019,71,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,pop,7gOdHgIoIKoe4i9Tta6qdD,mixed,15,US,"['boy band', 'pop']",7376219,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD
Drake,I'm Upset,214466,TRUE,2018,68,0.899,0.586,11,-7.866,0,0.343,0.279,0,0.0836,0.492,150.002,"hip hop, pop, R&B",3TVXtAsR1Inumwj472S9r4,male,33,CA,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83298497,spotify:artist:3TVXtAsR1Inumwj472S9r4
Akon,I Wanna Love You,247066,TRUE,2006,53,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28E-06,0.308,0.352,99.989,pop,0z4gvV4rjIZ9wHck67ucSV,male,47,SN,['dance pop'],4174340,spotify:artist:0z4gvV4rjIZ9wHck67ucSV
David Guetta,Memories (feat. Kid Cudi),210853,FALSE,2010,76,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34E-06,0.251,0.375,129.983,"hip hop, pop, Dance/Electronic",1Cs0zKBU1kc0i8ypK3B9ai,male,52,FR,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26584415,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
Kendrick Lamar,HUMBLE.,177000,TRUE,2017,0,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23E-05,0.0975,0.423,150.018,hip hop,2YZyLoL8N0Wb9xBt1NhZWg,male,33,US,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",26350123,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg
Daddy Yankee,Con Calma,193226,FALSE,2019,79,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,latin,4VMYDCV2IEDYJArk749S6m,male,43,PR,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",34243502,spotify:artist:4VMYDCV2IEDYJArk749S6m
Lana Del Rey,High By The Beach,257573,TRUE,2015,67,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,pop,00FQb4jTyendYWaN8pK0wa,female,35,US,"['art pop', 'pop']",30603103,spotify:artist:00FQb4jTyendYWaN8pK0wa
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,238600,TRUE,2001,55,0.697,0.793,6,-4.699,0,0.323,0.0844,0.00788,0.0619,0.56,89.767,"hip hop, pop",1YfEcTuGvBQ8xSD1f53UnK,male,48,US,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2620656,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,FALSE,2013,72,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53E-06,0.13,0.11,126.052,pop,00FQb4jTyendYWaN8pK0wa,female,35,US,"['art pop', 'pop']",30603103,spotify:artist:00FQb4jTyendYWaN8pK0wa
Leona Lewis,Better in Time,234173,FALSE,2007,67,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43E-05,0.13,0.549,163.953,"pop, R&B",5lKZWd6HiSCLfnDGrq9RAm,female,35,GB,"['british soul', 'dance pop', 'pop', 'talent show']",3583308,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm
Madonna,Don't Tell Me,280973,FALSE,2000,53,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,pop,6tbjWDEIzxoDsBA1FuhfPW,female,61,US,"['dance pop', 'pop']",7429353,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
Sak Noel,Loca People - Radio Edit,215624,TRUE,2011,49,0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,Dance/Electronic,15jrieCvf3EklAScnD9kKl,male,37,ES,[],139355,spotify:artist:15jrieCvf3EklAScnD9kKl
Sam Smith,Stay With Me,172723,FALSE,2014,80,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,pop,2wY79sveU1sp5g7SokKOiI,other,28,GB,"['pop', 'uk pop']",23538152,spotify:artist:2wY79sveU1sp5g7SokKOiI
M.I.A.,Paper Planes,205200,FALSE,2007,1,0.447,0.848,2,-6.175,1,0.222,0.033,7.45E-05,0.65,0.485,172.247,"pop, rock",0QJIPDAEDILuo8AIq3pMuU,female,45,GB,"['escape room', 'indietronica', 'new rave']",1290294,spotify:artist:0QJIPDAEDILuo8AIq3pMuU
OneRepublic,Stop And Stare,223853,FALSE,2007,59,0.492,0.859,4,-4.274,1,0.0332,0.0659,0,0.0756,0.251,92.474,pop,5Pwc4xIPtQLFEnJriah9YJ,mixed,16,US,"['piano rock', 'pop']",16641267,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
MIKA,Love Today,235173,FALSE,2006,57,0.673,0.913,4,-4.981,1,0.0664,0.0304,0.00298,0.113,0.587,124.484,pop,5MmVJVhhYKQ86izuGHzJYA,male,36,GB,['electropop'],1355529,spotify:artist:5MmVJVhhYKQ86izuGHzJYA
Madonna,Hung Up,337733,FALSE,2005,74,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,pop,6tbjWDEIzxoDsBA1FuhfPW,female,61,US,"['dance pop', 'pop']",7429353,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
The Prodigy,Omen,216026,FALSE,2009,57,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,"rock, pop, Dance/Electronic",4k1ELeJKT1ISyDv8JivPpB,mixed,30,GB,"['big beat', 'breakbeat', 'dance rock', 'hardcore techno', 'rave']",2376253,spotify:artist:4k1ELeJKT1ISyDv8JivPpB
Young Thug,The London (feat. J. Cole & Travis Scott),200106,TRUE,2019,69,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,"hip hop, pop",50co4Is1HCEo8bhOyUWKpn,male,28,US,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",9285032,spotify:artist:50co4Is1HCEo8bhOyUWKpn
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop",6f4XkbvYlXMH0QgVRzW0sM,male,34,US,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2726047,spotify:artist:6f4XkbvYlXMH0QgVRzW0sM
Foo Fighters,The Pretender,269373,FALSE,2007,78,0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,"rock, metal",7jy3rLJdDQY21OgRLCZ9sD,mixed,26,US,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",11494084,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD
J. Cole,MIDDLE CHILD,213593,TRUE,2019,80,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,hip hop,6l3HvQ5sa6mXTsMTB19rO5,male,35,US,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",22235668,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5
Britney Spears,Gimme More,251240,FALSE,2007,79,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,pop,26dSoYclwsYLMAKD3tpOr4,female,38,US,"['dance pop', 'pop']",13488107,spotify:artist:26dSoYclwsYLMAKD3tpOr4
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,TRUE,2019,70,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,"hip hop, pop, Dance/Electronic",540vIaP2JwjQb9dm3aArA4,male,34,FR,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",8808981,spotify:artist:540vIaP2JwjQb9dm3aArA4
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,FALSE,2016,75,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,pop,1l8Fu6IkuTP0U5QetQJ5Xt,mixed,7,US,"['girl group', 'pop', 'talent show']",16318507,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt
Brandy,What About Us?,253200,FALSE,2002,43,0.686,0.698,5,-2.942,0,0.223,0.263,0,0.39,0.748,93.118,"hip hop, pop, R&B",05oH07COxkXKIMt6mIPRee,female,41,US,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",3497327,spotify:artist:05oH07COxkXKIMt6mIPRee
The Wanted,Chasing The Sun,198800,FALSE,2012,69,0.637,0.732,7,-6.209,0,0.0965,0.244,0,0.498,0.68,128.108,"pop, Dance/Electronic",2NhdGz9EDv2FeUw6udu2g1,mixed,11,GB,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2644943,spotify:artist:2NhdGz9EDv2FeUw6udu2g1
6ix9ine,GUMMO,157643,TRUE,2018,63,0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,hip hop,7gZfnEnfiaHzxARJ2LeXrf,male,24,US,['emo rap'],6974823,spotify:artist:7gZfnEnfiaHzxARJ2LeXrf
Fabolous,Make Me Better,253573,TRUE,2007,62,0.607,0.599,11,-6.886,1,0.0995,0.33,0,0.199,0.562,86.491,"hip hop, pop, R&B",0YWxKQj2Go9CGHCp77UOyy,male,42,US,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",2680964,spotify:artist:0YWxKQj2Go9CGHCp77UOyy
Daniel Bedingfield,If You're Not The One,257026,FALSE,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0,0.111,0.27,119.998,pop,11hIqBsGRPztdjBHCSLClX,male,40,GB,"['europop', 'talent show']",205096,spotify:artist:11hIqBsGRPztdjBHCSLClX
Jennifer Lopez,All I Have (feat. LL Cool J),254466,FALSE,2002,60,0.701,0.669,1,-5.265,1,0.107,0.271,0,0.158,0.446,83.066,"hip hop, pop, R&B",2DlGxzQSjYe5N6G9nkYghR,female,51,US,"['dance pop', 'pop', 'urban contemporary']",12662185,spotify:artist:2DlGxzQSjYe5N6G9nkYghR
The Chemical Brothers,Galvanize,393813,FALSE,2005,63,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,Dance/Electronic,1GhPHrq36VKCY3ucVaZCfo,mixed,31,GB,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'rave', 'trip hop']",2000812,spotify:artist:1GhPHrq36VKCY3ucVaZCfo
Taylor Swift,22,232120,FALSE,2012,68,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,pop,06HL4z0CvFAxyc27GXpf02,female,30,US,['pop'],95859165,spotify:artist:06HL4z0CvFAxyc27GXpf02
Mac Miller,Donald Trump,165908,TRUE,2011,61,0.636,0.901,1,-7.094,0,0.118,0.119,0,0.391,0.836,162.994,hip hop,4LLpKhyESsyAXpc4laK94U,male,26,US,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",9867572,spotify:artist:4LLpKhyESsyAXpc4laK94U
Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,TRUE,2017,67,0.91,0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,"hip hop, pop",6Ha4aES39QiVjR0L2lwuwq,male,39,US,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",4407713,spotify:artist:6Ha4aES39QiVjR0L2lwuwq
Alexandra Stan,Mr. Saxobeat,195105,FALSE,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,"pop, Dance/Electronic",0BmLNz4nSLfoWYW1cYsElL,female,31,RO,['romanian pop'],383842,spotify:artist:0BmLNz4nSLfoWYW1cYsElL
Sigala,Easy Love,229813,FALSE,2018,66,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,"pop, Dance/Electronic",1IueXOQyABrMOprrzwQJWN,male,26,GB,"['dance pop', 'edm', 'pop dance', 'uk dance', 'uk pop']",1586713,spotify:artist:1IueXOQyABrMOprrzwQJWN
Drake,Nice For What,210746,TRUE,2018,77,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.70E-05,0.119,0.758,93.372,"hip hop, pop, R&B",3TVXtAsR1Inumwj472S9r4,male,33,CA,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83298497,spotify:artist:3TVXtAsR1Inumwj472S9r4
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,FALSE,2012,68,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67E-05,0.316,0.638,127.946,"pop, Dance/Electronic",1vCWHaC5f2uS3yhpwWbIA6,male,28,SE,"['dance pop', 'edm', 'pop', 'pop dance']",23305127,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6
Wiley,Boasty (feat. Idris Elba),177185,TRUE,2019,64,0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,"hip hop, Dance/Electronic",7k9T7lZlHjRAM1bb0r9Rm3,male,41,GB,"['grime', 'uk dancehall', 'uk hip hop']",360632,spotify:artist:7k9T7lZlHjRAM1bb0r9Rm3
Shawn Mendes,Treat You Better,187973,FALSE,2017,82,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,pop,7n2wHs1TKAczGzO7Dd2rGr,male,21,CA,"['canadian pop', 'pop', 'viral pop']",42978639,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr
Kygo,Firestone,271640,FALSE,2016,76,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17E-05,0.0952,0.411,113.927,"pop, Dance/Electronic",23fqKkggKUBHNkbKtXEls4,male,28,NO,"['edm', 'pop', 'pop dance', 'tropical house']",8457568,spotify:artist:23fqKkggKUBHNkbKtXEls4
Charlie Puth,Attention,211475,FALSE,2017,0,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12E-05,0.0848,0.777,100.041,pop,6VuMaDnrHyPL1p4EHjYLi7,male,28,US,"['pop', 'viral pop']",22013348,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7
The Chainsmokers,Closer,244960,FALSE,2016,83,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,"pop, Dance/Electronic",69GGBxA162lTqCwzJG5jLp,mixed,8,US,['pop'],20578073,spotify:artist:69GGBxA162lTqCwzJG5jLp
Lewis Capaldi,Someone You Loved,182160,FALSE,2019,84,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,pop,4GNC7GD6oZMSxPGyXy4MNB,male,23,GB,"['pop', 'uk pop']",12030538,spotify:artist:4GNC7GD6oZMSxPGyXy4MNB
Christina Aguilera,Ain't No Other Man,228906,FALSE,2006,63,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,pop,1l7ZsJRRS8wlW3WfJfPfNS,female,39,US,"['dance pop', 'pop']",7991477,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS
Snow Patrol,You're All I Have,273333,FALSE,2006,35,0.467,0.921,2,-4.554,1,0.045,5.48E-05,0.0566,0.176,0.501,132.013,"World/Traditional, rock, pop",3rIZMv9rysU7JkLzEaC5Jp,mixed,26,GB,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",2928548,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp
Missy Elliott,Work It,263226,TRUE,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,"hip hop, pop, R&B",2wIVse2owClT7go1WT98tk,female,49,US,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2361726,spotify:artist:2wIVse2owClT7go1WT98tk
Jason Derulo,Trumpets,217306,FALSE,2013,53,0.627,0.703,0,-4.884,1,0.236,0.563,0,0.0962,0.64,81.897,"hip hop, pop",07YZf4WDAMNwqr4jfgOZ8y,male,30,US,"['dance pop', 'pop']",12044521,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
Santana,Maria Maria (feat. The Product G&B),261973,FALSE,1999,66,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,"rock, blues, latin",6GI52t8N5F02MxU0g5U69P,mixed,54,US,"['blues rock', 'classic rock', 'mexican classic rock']",3222986,spotify:artist:6GI52t8N5F02MxU0g5U69P
Lily Allen,Smile,196893,TRUE,2006,68,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,pop,13saZpZnCDWOI9D4IJhp1f,female,35,GB,"['dance pop', 'electropop']",2027961,spotify:artist:13saZpZnCDWOI9D4IJhp1f
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,TRUE,2016,77,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,"hip hop, pop, Dance/Electronic",2KsP6tYLJlTBvSUxnwlVWa,male,32,US,"['dance pop', 'pop', 'pop dance', 'pop rap']",1380561,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa
Ava Max,So Am I,183026,FALSE,2019,4,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,pop,4npEfmQ6YuiwW1GpUmaq3F,female,26,US,['pop'],6310299,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F
Ariana Grande,Dangerous Woman,235946,FALSE,2016,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0,0.353,0.297,134.052,pop,66CXWjxzNUsdJxJ2JdwvnR,female,27,US,['pop'],95710972,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
Dua Lipa,IDGAF,217946,TRUE,2017,78,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,pop,6M2wZ9GZgrQXHCFfjv46we,female,24,GB,"['dance pop', 'pop', 'uk pop']",42549278,spotify:artist:6M2wZ9GZgrQXHCFfjv46we
Katy Perry,Teenage Dream,227741,FALSE,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Dr. Dre,Forgot About Dre,222293,TRUE,1999,79,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,hip hop,6DPYiyq5kWVQS4RGwxzPC7,male,55,US,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",10934751,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7
Sean Paul,Gimme the Light,228000,TRUE,2002,59,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61E-05,0.0441,0.923,107.288,"hip hop, pop",3Isy6kedDrgPYoTS1dazA9,male,47,JM,"['dance pop', 'dancehall', 'pop', 'pop rap']",4582173,spotify:artist:3Isy6kedDrgPYoTS1dazA9
50 Cent,P.I.M.P.,249480,TRUE,2003,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35E-06,0.0368,0.848,84.722,"hip hop, pop",3q7HBObVc0L8jNeTe5Gofh,male,45,US,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",13190905,spotify:artist:3q7HBObVc0L8jNeTe5Gofh
Years & Years,King,215360,FALSE,2015,0,0.559,0.848,4,-4.125,0,0.0388,0.0665,0,0.382,0.466,119.977,"pop, Dance/Electronic",5vBSrE1xujD2FXYRarbAXc,mixed,10,GB,"['dance pop', 'gauze pop', 'pop', 'pop dance', 'uk pop']",1980852,spotify:artist:5vBSrE1xujD2FXYRarbAXc
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,TRUE,2016,62,0.916,0.804,0,-3.406,1,0.049,0.37,1.18E-05,0.0812,0.538,120.028,"hip hop, pop, Dance/Electronic",0Tob4H0FLtEONHU1MjpUEp,male,31,GB,"['dance pop', 'grime', 'pop rap']",867156,spotify:artist:0Tob4H0FLtEONHU1MjpUEp
Gesaffelstein,Lost in the Fire (feat. The Weeknd),202093,TRUE,2019,84,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,Dance/Electronic,3hteYQFiMFbJY7wS0xDymP,male,35,FR,['dark clubbing'],544943,spotify:artist:3hteYQFiMFbJY7wS0xDymP
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,FALSE,2007,0,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828,pop,3hv9jJF3adDNsBSIQDqcjp,male,44,GB,['pop soul'],1053553,spotify:artist:3hv9jJF3adDNsBSIQDqcjp
Carly Rae Jepsen,Call Me Maybe,193400,FALSE,2012,78,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,"pop, Dance/Electronic",6sFIWsNpZYqfjUpaCgueju,female,34,CA,"['canadian pop', 'dance pop', 'pop']",5191435,spotify:artist:6sFIWsNpZYqfjUpaCgueju
Bon Jovi,It's My Life,224493,FALSE,2000,78,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35E-05,0.347,0.544,119.992,"rock, metal",58lV9VcRSjABbAbfWS6skp,mixed,37,US,"['glam metal', 'rock']",12972589,spotify:artist:58lV9VcRSjABbAbfWS6skp
Flume,Never Be Like You,233337,TRUE,2016,0,0.443,0.558,0,-5.436,1,0.0624,0.441,0,0.163,0.248,116.838,Dance/Electronic,6nxWCVXbOlEVRexSbLsTer,male,28,AU,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",2423357,spotify:artist:6nxWCVXbOlEVRexSbLsTer
Jason Derulo,The Other Side,226986,FALSE,2013,50,0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,"hip hop, pop",07YZf4WDAMNwqr4jfgOZ8y,male,30,US,"['dance pop', 'pop']",12044521,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
Avicii,Wake Me Up,247426,FALSE,2013,6,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,"pop, Dance/Electronic",1vCWHaC5f2uS3yhpwWbIA6,male,28,SE,"['dance pop', 'edm', 'pop', 'pop dance']",23305127,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6
XXXTENTACION,SAD!,166605,TRUE,2018,82,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,hip hop,15UsOTVnJzReFVN1VCnxy4,male,20,US,"['emo rap', 'miami hip hop', 'rap']",43832734,spotify:artist:15UsOTVnJzReFVN1VCnxy4
James Morrison,Broken Strings,250453,FALSE,2008,70,0.57,0.717,1,-4.914,1,0.029,0.00967,0,0.0833,0.321,111.91,"pop, R&B",3LpLGlgRS1IKPPwElnpW35,male,35,GB,['neo mellow'],1569305,spotify:artist:3LpLGlgRS1IKPPwElnpW35
2 Chainz,We Own It (Fast & Furious),227906,FALSE,2013,69,0.563,0.902,1,-4.586,0,0.402,0.0545,0,0.0524,0.559,171.999,"hip hop, pop",17lzZA2AlOHwCwFALHttmp,male,43,US,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",8109718,spotify:artist:17lzZA2AlOHwCwFALHttmp
Finger Eleven,Paralyzer,208106,FALSE,2007,73,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,"rock, metal",0niJkG4tKkne3zwr7I8n9n,mixed,0,DE,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",710822,spotify:artist:0niJkG4tKkne3zwr7I8n9n
Billie Eilish,bad guy,194087,FALSE,2019,83,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,"pop, Dance/Electronic",6qqNVTkY8uBg9cP3Jd7DAH,female,18,US,"['art pop', 'pop']",89957369,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH
Kiiara,Gold,225882,FALSE,2015,55,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,"rock, pop, Dance/Electronic",4u5smJBskI6Adzv08PuiUP,female,25,US,"['alt z', 'electropop']",930038,spotify:artist:4u5smJBskI6Adzv08PuiUP
Justin Timberlake,Like I Love You,283626,FALSE,2002,62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,pop,31TPClRtHm23RisEBtV3X7,male,39,US,"['dance pop', 'pop']",13587602,spotify:artist:31TPClRtHm23RisEBtV3X7
